example_id                                           | status | run_time        |
./spec/task_flow/board/aggregate_spec.rb[1:9:3:1:3]  | passed | 0.02024 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:1:1:1] | passed | 0.0479 seconds  |
./spec/task_flow/board/aggregate_spec.rb[1:10:1:1:2] | passed | 0.06261 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:2:1:1] | passed | 0.03236 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:2:1:2] | passed | 0.03299 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:2:1:3] | passed | 0.03504 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:3:1:1] | passed | 0.0287 seconds  |
./spec/task_flow/board/aggregate_spec.rb[1:10:3:1:2] | passed | 0.02826 seconds |
./spec/task_flow/board/aggregate_spec.rb[1:10:3:1:3] | passed | 0.0369 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:1]         | passed | 0.03432 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:2]         | passed | 0.00649 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:3]         | passed | 0.00298 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:1:1:1]   | passed | 0.02022 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:1:1:2]   | passed | 0.03323 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:2:1:1]   | passed | 0.02477 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:2:1:2]   | passed | 0.0231 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:4:2:1:3]   | passed | 0.03142 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:3:1:1]   | passed | 0.02091 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:3:1:2]   | passed | 0.00451 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:4:3:1:3]   | passed | 0.00422 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:5:1:1:1]   | passed | 0.05553 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:5:1:1:2]   | passed | 0.04194 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:5:2:1:1]   | passed | 0.04658 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:5:2:1:2]   | passed | 0.04018 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:5:2:1:3]   | passed | 0.03757 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:6:1:1:1]   | passed | 0.04567 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:6:1:1:2]   | passed | 0.04582 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:6:2:1:1]   | passed | 0.04275 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:6:2:1:2]   | passed | 0.04286 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:6:2:1:3]   | passed | 0.03959 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:7:1:1:1]   | passed | 0.03758 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:7:1:1:2]   | passed | 0.04123 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:7:2:1:1]   | passed | 0.02552 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:7:2:1:2]   | passed | 0.02616 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:7:2:1:3]   | passed | 0.031 seconds   |
./spec/task_flow/task/aggregate_spec.rb[1:8:1:1:1]   | passed | 0.04552 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:8:1:1:2]   | passed | 0.04481 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:8:2:1:1]   | passed | 0.0409 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:8:2:1:2]   | passed | 0.04159 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:8:2:1:3]   | passed | 0.03876 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:9:1:1:1]   | passed | 0.10808 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:9:1:1:2]   | passed | 0.05975 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:9:2:1:1]   | passed | 0.05592 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:9:2:1:2]   | passed | 0.03282 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:9:2:1:3]   | passed | 0.03145 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:10:1:1:1]  | passed | 0.03901 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:10:1:1:2]  | passed | 0.05416 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:10:2:1:1]  | passed | 0.02529 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:10:2:1:2]  | passed | 0.02229 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:10:2:1:3]  | passed | 0.03166 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:11:1:1:1]  | passed | 0.032 seconds   |
./spec/task_flow/task/aggregate_spec.rb[1:11:1:1:2]  | passed | 0.08907 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:11:2:1:1]  | passed | 0.03498 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:11:2:1:2]  | passed | 0.03193 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:11:2:1:3]  | passed | 0.03414 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:12:1:1:1]  | passed | 0.04969 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:12:1:1:2]  | passed | 0.05499 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:12:2:1:1]  | passed | 0.03973 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:12:2:1:2]  | passed | 0.03323 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:12:2:1:3]  | passed | 0.02989 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:13:1:1:1]  | passed | 0.07502 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:13:1:1:2]  | passed | 0.07224 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:13:2:1:1]  | passed | 0.02654 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:13:2:1:2]  | passed | 0.0227 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:13:2:1:3]  | passed | 0.0352 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:14:1:1:1]  | passed | 0.04916 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:1:1:2]  | passed | 0.0384 seconds  |
./spec/task_flow/task/aggregate_spec.rb[1:14:2:1:1]  | passed | 0.04845 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:2:1:2]  | passed | 0.04672 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:2:1:3]  | passed | 0.04767 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:3:1:1]  | passed | 0.03438 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:3:1:2]  | passed | 0.04017 seconds |
./spec/task_flow/task/aggregate_spec.rb[1:14:3:1:3]  | passed | 0.03756 seconds |
